ID,mag_name,link_to_assembly,AB_batch,eha_number,GTDB_version,GTDB_release,domain,phylum,class,order,family,genus,species,fastani_ani,closest_placement_ani,closest_placement_af,completeness,contamination,size,GC,N50,coding_density,contigs,number_genes,number_unannotated_genes,DM_batch,host_species,host_order,host_class,locality,country,MAG_url,anno_url,kegg_url,annotated,taxonomy_level,assembly_type,sample_type,gbk_url,kegg_hits,Capture ID,percent_unannotated_genes,percent_unannotated_kegg,dereplicated,metagenomic source,completeness software,binning software,assembly quality,binning parameters,taxonomic identity marker, isolation_source, assembly software,Submission
EHM035261,EHA02344_bin.16.fa,EHA02344,ABB0269,EHA02344,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.98,98.98,0.87,100.00,0.09,4757837,48.00%,224320,0.86,42,,,"DMB0042,DMB0157",Lissotriton helveticus,Urodela,Amphibia,Eskoriatza,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0269/EHA02344_bin.16.fa.gz,,,false,Species,Individual,Faecal,,,SD0343801,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM036445,EHA02398_bin.13.fa,EHA02398,ABB0277,EHA02398,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.17,99.17,0.92,100.00,1.46,4395004,48.00%,69901,0.86,107,,,"DMB0042,DMB0157",Lissotriton helveticus,Urodela,Amphibia,Irun,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0277/EHA02398_bin.13.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0342201, SD0342001, SD0342001, SD0342301, SD0342101, SD0342101",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM042511,EHA02839_bin.14.fa,EHA02839,ABB0334,EHA02839,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.06,99.06,0.90,98.32,2.35,4638372,48.00%,241749,0.86,33,4141,392,"DMB0083,DMB0114",Nyctalus noctula,Chiroptera,Mammalia,Lovech,Bulgaria,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0334/EHA02839_bin.14.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042511_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042511_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042511.gbk.gz,2957,"SD0301201, SD0301301, SD0301101, SD0301401, SD0301501",9.5,28.6,"DMB0083,DMB0114",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM042896,EHA02823_bin.9.fa,EHA02823,ABB0328,EHA02823,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,95.56,95.56,0.83,99.04,0.85,4716821,48.00%,42603,0.85,198,4296,485,DMB0076,Myotis blythii,Chiroptera,Mammalia,Godech,Bulgaria,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0328/EHA02823_bin.9.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042896_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042896_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042896.gbk.gz,2974,"SD0302701, SD0304101, SD0303601, SD0302901",11.3,30.8,DMB0076,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM043052,EHA02962_bin.1.fa,EHA02962,ABB0364,EHA02962,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.59,98.59,0.87,51.98,1.78,2751571,47.00%,3312,0.85,890,2061,380,DMB0103,Sceloporus torquatus,Squamata,Reptilia,PNLM,Mexico,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0364/EHA02962_bin.1.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM043052_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM043052_kegg.tsv.gz,true,Species,Coassembly,Anal/cloacal swab,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM043052.gbk.gz,1054,"SD0133801, SD0133901, SD0133701",18.4,48.9,DMB0103,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM045471,EHA03103_bin.2.fa,EHA03103,ABB0376,EHA03103,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.91,98.91,0.89,99.99,0.04,4710383,48.00%,229328,0.86,39,,,,Natrix astreptophora,Squamata,Reptilia,Arouca,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0376/EHA03103_bin.2.fa.gz,,,false,Species,Individual,Faecal,,,SD0355101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM045496,EHA03102_bin.10.fa,EHA03102,ABB0376,EHA03102,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.12,99.12,0.94,99.21,0.35,4139503,48.00%,11881,0.86,484,,,,Anguis fragilis,Squamata,Reptilia,Arouca,Portugal,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0376/EHA03102_bin.10.fa.gz,,,false,Species,Individual,Faecal,,,SD0350901,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM049058,EHA03363_bin.100.fa,EHA03363,ABB0403,EHA03363,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.21,99.21,0.99,75.69,1.15,3432243,48.00%,5034,0.87,822,2881,308,"DMB0119,DMB0156",Calotriton asper,Urodela,Amphibia,Gipuzkoa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0403/EHA03363_bin.100.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM049058_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM049058_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM049058.gbk.gz,1876,"SD0385301, SD0384001, SD0384501, SD0385001, SD0385601, SD0385501, SD0383401, SD0385401, SD0383601, SD0383501",10.7,34.9,DMB0119,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM051482,EHA03445_bin.28.fa,EHA03445,ABB0408,EHA03445,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.14,99.14,0.90,99.42,0.76,4624946,48.00%,69242,0.89,110,4230,417,"DMB0161,DMB0162,DMB0187",Podarcis pityusensis,Squamata,Reptilia,Escull Vermell,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0408/EHA03445_bin.28.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM051482_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM051482_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM051482.gbk.gz,2956,SD0437901,9.9,30.1,"DMB0161,DMB0162",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS015
EHM052369,EHA03524_bin.75.fa,EHA03524,ABB0417,EHA03524,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.10,99.10,0.88,99.83,0.69,4713253,48.00%,48175,0.86,163,4370,530,"DMB0129,DMB0134,DMB0151",Salamandra atra,Urodela,Amphibia,Hercegovina,Bosnia and Herzegovina,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0417/EHA03524_bin.75.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052369_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052369_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052369.gbk.gz,2990,"SD0148301, SD0148301, SD0148401, SD0148401, SD0148301, SD0148401",12.1,31.6,"DMB0129,DMB0134,DMB0151",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM052762,EHA03518_bin.55.fa,EHA03518,ABB0416,EHA03518,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,95.61,95.61,0.84,100.00,0.44,4801238,48.00%,120409,0.86,77,,,"DMB0128,DMB0134",Podarcis muralis,Squamata,Reptilia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0416/EHA03518_bin.55.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0379901, SD0380001, SD0379901, SD0380001, SD0379901, SD0380001",,,"DMB0128,DMB0134",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM053018,EHA03530_bin.61.fa,EHA03530,ABB0418,EHA03530,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.06,99.06,0.93,57.87,1.84,2464644,48.00%,3043,0.86,844,,,"DMB0130,DMB0134",Sciurus carolinensis,Rodentia,Mammalia,"Piedmont, Torino",Italy,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0418/EHA03530_bin.61.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0032701, SD0032701, SD0043802, SD0043802, SD0032701, SD0043802",,,DMB0130,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM053163,EHA03574_bin.2.fa,EHA03574,ABB0423,EHA03574,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.10,99.10,0.91,99.90,0.09,4415282,48.00%,282104,0.86,35,,,,Dasyurus geoffroii,Dasyuromorphia,Mammalia,Ikara-Flinders Ranges National Park,Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0423/EHA03574_bin.2.fa.gz,,,false,Species,Individual,Faecal,,,SD0282101,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM054246,EHA03641_bin.20.fa,EHA03641,ABB0428,EHA03641,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.97,98.97,0.88,99.90,0.52,4825815,48.00%,159063,0.85,112,,,,Dasyurus geoffroii,Dasyuromorphia,Mammalia,Ikara-Flinders Ranges National Park,Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0428/EHA03641_bin.20.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0280901, SD0281701, SD0281001, SD0281301, SD0281901, SD0281401, SD0282301, SD0281601, SD0282101, SD0282001",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM056851,EHA04188_bin.23.fa,EHA04188,ABB0470,EHA04188,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.89,98.89,0.84,99.96,1.69,5100806,48.00%,23613,0.86,370,4927,770,DMB0140,,,,,,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0470/EHA04188_bin.23.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056851_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056851_kegg.tsv.gz,true,Species,Coassembly,,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056851.gbk.gz,2972,"SD0090801, SD0091901, SD0090501, SD0092601, SD0091701, SD0091301, SD0092801, SD0090901, SD0091401, SD0091501",15.6,39.7,DMB0140,,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM057616,EHA04082_bin.178.fa,EHA04082,ABB0459,EHA04082,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.05,99.05,0.90,99.61,2.79,4546669,48.00%,43381,0.86,190,,,DMB0151,Salamandra atra,Urodela,Amphibia,Hercegovina,Bosnia and Herzegovina,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0459/EHA04082_bin.178.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0148501, SD0148701, SD0148801, SD0148101, SD0148301, SD0148301, SD0148401, SD0148401, SD0148301, SD0148401, SD0148601, SD0148201, SD0148001",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM057808,EHA04140_bin.50.fa,EHA04140,ABB0465,EHA04140,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.82,98.82,0.85,96.67,4.75,5029515,48.00%,21885,0.86,391,,,"DMB0150,DMB0180",Myotis bechsteinii,Chiroptera,Mammalia,"Catalonia, Avenc Montserrat Ubach",Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0465/EHA04140_bin.50.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0002701, SD0278501, SD0273201, SD0279501, SD0273601, SD0278601, SD0279901, SD0274101, SD0274401, SD0279001, SD0274001, SD0277901, SD0278201, SD0273701, SD0273401, SD0276701, SD0276401, SD0276801, SD0276901, SD0277801, SD0277201, SD0277001, SD0277401",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM058631,EHA04270_bin.6.fa,EHA04270,ABB0480,EHA04270,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.05,99.05,0.89,100.00,0.19,4676728,48.00%,212507,0.86,39,,,DMB0157,Lissotriton helveticus,Urodela,Amphibia,Orio,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0480/EHA04270_bin.6.fa.gz,,,false,Species,Individual,Faecal,,,SD0450601,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM058684,EHA04287_bin.11.fa,EHA04287,ABB0480,EHA04287,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.91,98.91,0.88,99.91,1.01,4638600,48.00%,20364,0.86,345,,,DMB0157,Lissotriton helveticus,Urodela,Amphibia,Usurbil,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0480/EHA04287_bin.11.fa.gz,,,false,Species,Individual,Faecal,,,SD0449301,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM058733,EHA04264_bin.5.fa,EHA04264,ABB0480,EHA04264,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.80,98.80,0.90,80.23,1.17,3477246,49.00%,4967,0.87,812,,,DMB0157,Lissotriton helveticus,Urodela,Amphibia,Usurbil,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0480/EHA04264_bin.5.fa.gz,,,false,Species,Individual,Faecal,,,SD0449601,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS004
EHM060603,EHA04337_bin.33.fa,EHA04337,ABB0485,EHA04337,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.03,99.03,0.88,99.92,2.28,4576044,48.00%,228004,0.92,43,,,DMB0157,Lissotriton helveticus,Urodela,Amphibia,Orio,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0485/EHA04337_bin.33.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0450601, SD0450401, SD0450301, SD0450501, SD0450701, SD0450201",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM060845,EHA04343_bin.39.fa,EHA04343,ABB0486,EHA04343,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.96,98.96,0.88,99.64,0.76,4683607,48.00%,190832,0.86,50,,,DMB0157,Lissotriton helveticus,Urodela,Amphibia,Usurbil,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0486/EHA04343_bin.39.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0449701, SD0450101, SD0449901, SD0449401, SD0449501, SD0449601, SD0449801, SD0449301, SD0450001",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM061869,EHA04492_bin.134.fa,EHA04492,ABB0497,EHA04492,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.11,99.11,0.89,89.32,0.80,4041679,48.00%,143456,0.86,42,3635,360,DMB0156,Calotriton asper,Urodela,Amphibia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0497/EHA04492_bin.134.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM061869_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM061869_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM061869.gbk.gz,2561,"SD0384501, SD0384001, SD0384401, SD0384401, SD0384401, SD0383801, SD0384101, SD0383901, SD0383701, SD0384201, SD0384301",9.9,29.5,DMB0156,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM064053,EHA03781_bin.724.fa,EHA03781,ABB0432,EHA03781,2.3.0,R214,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,99.12,99.12,0.90,98.41,1.61,4544263,48.00%,50026,0.91,153,,,DMB0161,Podarcis pityusensis,Squamata,Reptilia,Escull Vermell,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0432/EHA03781_bin.724.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0437901, SD0104101, SD0438301, SD0100901, SD0223301, SD0105001, SD0438401, SD0222601, SD0224601, SD0438801, SD0105401, SD0104701, SD0438701, SD0100601, SD0100701, SD0104601, SD0105501, SD0105301, SD0101901, SD0104801, SD0103901, SD0105201, SD0437101, SD0437701, SD0224501, SD0437801, SD0222801, SD0437501, SD0438501, SD0437601, SD0223201, SD0102601, SD0223801, SD0223101, SD0222901, SD0438201, SD0438101, SD0437201, SD0105101, SD0223901, SD0224401, SD0100801, SD0223701",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM071561,EHA04888_bin.100.fa,EHA04888,ABB0587,EHA04888,2.3.0,,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Hafnia,s__Hafnia paralvei,98.89,98.89,0.84,99.96,1.69,5064416,48.00%,23655,0.86,365,4875,745,DMB0173,,,,,,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0587/EHA04888_bin.100.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM071561_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM071561_kegg.tsv.gz,true,Species,Coassembly,,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM071561.gbk.gz,2965,"SD0090801, SD0091901, SD0090501, SD0092601, SD0091701, SD0091301, SD0092801, SD0090901, SD0091401, SD0091501",15.3,39.2,DMB0173,,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
