representative_RGP	nb_spots	mod_list	RGP_list
VSOM01000008.1_RGP_0	1	module_458	VSOM01000008.1_RGP_0,JAUUMF010000176.1_RGP_0,JAUUOT010000172.1_RGP_0,NZ_JAJEQK010000057.1_RGP_0
VSOM01000010.1_RGP_0	1	module_115,module_460,module_114,module_109	VSOM01000010.1_RGP_0
VSOM01000008.1_RGP_1	1	module_108,module_89,module_348	VSOM01000008.1_RGP_1
VSOM01000027.1_RGP_0	0	module_174	VSOM01000027.1_RGP_0
VSOM01000044.1_RGP_0	0	module_203,module_15,module_389	VSOM01000044.1_RGP_0
VSOM01000003.1_RGP_0	0	module_462,module_341,module_350	VSOM01000003.1_RGP_0
WGVK01000010.1_RGP_1	1	module_178,module_471	WGVK01000010.1_RGP_1,CAUCSL010000007.1_RGP_1,CAUGMZ010000007.1_RGP_2,NZ_QSIP01000013.1_RGP_1,NZ_QRKR01000011.1_RGP_1,NZ_CP072231.1_RGP_39
WGVK01000015.1_RGP_0	0	module_401,module_474,module_472,module_473,module_265	WGVK01000015.1_RGP_0
WGVK01000002.1_RGP_3	1	module_476	WGVK01000002.1_RGP_3,CAUFNR010000002.1_RGP_0,CAUGMZ010000003.1_RGP_3,NZ_CP072231.1_RGP_33
WGVK01000003.1_RGP_0	0	module_406,module_477,module_407,module_408,module_72,module_395	WGVK01000003.1_RGP_0
WGVK01000003.1_RGP_1	1	module_274,module_270	WGVK01000003.1_RGP_1,CATYVK010000023.1_RGP_0,CAUCAE010000005.1_RGP_0
WGVK01000004.1_RGP_0	1	module_478	WGVK01000004.1_RGP_0,CATYBK010000013.1_RGP_0,NZ_QSIP01000010.1_RGP_0,NZ_QRKR01000005.1_RGP_1
WGVK01000006.1_RGP_0	0	module_163,module_203	WGVK01000006.1_RGP_0
WGVK01000001.1_RGP_1	1	module_119	WGVK01000001.1_RGP_1,CATXLD010000003.1_RGP_2,CAUAVI010000008.1_RGP_0,CAUCAE010000013.1_RGP_0,CAUCSL010000002.1_RGP_3,CAUFNR010000064.1_RGP_0,CAUGMZ010000001.1_RGP_4,CAUHJC010000001.1_RGP_7,NZ_CYXP01000001.1_RGP_13,NZ_QSLL01000037.1_RGP_0,NZ_CP072231.1_RGP_48,NZ_JAFBJB010000005.1_RGP_3,NZ_WQNY01000069.1_RGP_2
WGVK01000002.1_RGP_2	1	module_475	WGVK01000002.1_RGP_2,NZ_CP072231.1_RGP_29
WGVK01000007.1_RGP_0	0	module_480,module_341,module_447,module_448,module_481,module_271	WGVK01000007.1_RGP_0
DYUW01000052.1_RGP_0	0	module_482,module_271	DYUW01000052.1_RGP_0
DYUW01000009.1_RGP_0	0	module_261	DYUW01000009.1_RGP_0,JAUULV010000098.1_RGP_0
DYUW01000092.1_RGP_0	1	module_254,module_260,module_483	DYUW01000092.1_RGP_0,CAUHJC010000005.1_RGP_1
DYUW01000010.1_RGP_0	0	module_211	DYUW01000010.1_RGP_0
JALFBZ010000009.1_RGP_0	0	module_491	JALFBZ010000009.1_RGP_0
JALFBZ010000024.1_RGP_0	0	module_231,module_233,module_232	JALFBZ010000024.1_RGP_0
JALFBZ010000013.1_RGP_0	0	module_485	JALFBZ010000013.1_RGP_0
JALFBZ010000036.1_RGP_2	0	module_395	JALFBZ010000036.1_RGP_2,NZ_QRKE01000033.1_RGP_0,NZ_JAFBJB010000026.1_RGP_0,NZ_WQNZ01000153.1_RGP_0
JALFBZ010000011.1_RGP_0	0	module_486,module_233,module_395	JALFBZ010000011.1_RGP_0
JALFBZ010000021.1_RGP_0	2	module_224,module_490	JALFBZ010000021.1_RGP_0,JALFGY010000025.1_RGP_0,NZ_QSIV01000030.1_RGP_0,NZ_JABAFE010000002.1_RGP_0
JALFBZ010000028.1_RGP_0	0	module_487,module_203,module_389	JALFBZ010000028.1_RGP_0
JALFBZ010000014.1_RGP_1	1	module_167,module_97	JALFBZ010000014.1_RGP_1,JAUUNC010000016.1_RGP_0
JALFBZ010000020.1_RGP_1	1	module_484	JALFBZ010000020.1_RGP_1,NZ_CZBM01000025.1_RGP_0,NZ_CP072210.1_RGP_29,NZ_CP072231.1_RGP_32
JALFBZ010000029.1_RGP_0	0	module_488,module_489	JALFBZ010000029.1_RGP_0
JALFBZ010000019.1_RGP_0	0	module_440,module_441	JALFBZ010000019.1_RGP_0
JALFMD010000028.1_RGP_0	0	module_187,module_188	JALFMD010000028.1_RGP_0,JAUULV010000185.1_RGP_0,JAUUSL010000142.1_RGP_0,CAUBHL010000017.1_RGP_0,NZ_QRPY01000019.1_RGP_0
JALFMD010000027.1_RGP_0	0	module_492	JALFMD010000027.1_RGP_0
JALFGY010000042.1_RGP_1	0	module_271,module_459	JALFGY010000042.1_RGP_1
JALFGY010000042.1_RGP_0	2	module_434,module_435	JALFGY010000042.1_RGP_0,NZ_JABAFE010000003.1_RGP_1
JALFYO010000045.1_RGP_0	1	module_29,module_495,module_200	JALFYO010000045.1_RGP_0,CAUFBL010000008.1_RGP_2,CAUFQX010000020.1_RGP_1,NZ_QRPA01000006.1_RGP_1
JALFYO010000038.1_RGP_0	1	module_91,module_69	JALFYO010000038.1_RGP_0,CAUFBL010000001.1_RGP_1
JALFYO010000010.1_RGP_0	1	module_496	JALFYO010000010.1_RGP_0,CAUADP010000069.1_RGP_0,NZ_QSHF01000001.1_RGP_4,NZ_QSJN01000004.1_RGP_3,NZ_QSIV01000007.1_RGP_1,NZ_QRPY01000026.1_RGP_0,NZ_JABAFE010000014.1_RGP_1
JALFYO010000024.1_RGP_0	1	module_497	JALFYO010000024.1_RGP_0,CATXLD010000021.1_RGP_0,NZ_JAJEQK010000009.1_RGP_1
JALFYO010000011.1_RGP_0	0	module_501	JALFYO010000011.1_RGP_0
JALFYO010000055.1_RGP_0	1	module_498,module_205,module_204,module_203	JALFYO010000055.1_RGP_0,CAUFBL010000006.1_RGP_0
JALFYO010000037.1_RGP_0	1	module_362,module_365,module_52,module_361	JALFYO010000037.1_RGP_0,CAUFBL010000026.1_RGP_0,CAUFLA010000026.1_RGP_0,CAUFQX010000036.1_RGP_0,NZ_QRPA01000004.1_RGP_0,NZ_JAASIM010000001.1_RGP_1
JALFYO010000033.1_RGP_0	0	module_2,module_28,module_5,module_3,module_308	JALFYO010000033.1_RGP_0
JALFYO010000012.1_RGP_0	2	module_494	JALFYO010000012.1_RGP_0,CAUFBL010000014.1_RGP_0,NZ_CZBM01000008.1_RGP_1
JALFYO010000052.1_RGP_0	0	module_276,module_53,module_282	JALFYO010000052.1_RGP_0
JALFYO010000049.1_RGP_0	1	module_500	JALFYO010000049.1_RGP_0,NZ_QRXK01000018.1_RGP_0,NZ_QRPA01000018.1_RGP_0
JALFYO010000055.1_RGP_1	1	module_499	JALFYO010000055.1_RGP_1,CATXLD010000056.1_RGP_0,CAUAVI010000027.1_RGP_0,NZ_CZBM01000008.1_RGP_0,NZ_WQNY01000069.1_RGP_0
JALFYO010000021.1_RGP_0	0	module_157	JALFYO010000021.1_RGP_0,JAUULV010000020.1_RGP_0,CAUFQX010000032.1_RGP_0,NZ_QSJN01000014.1_RGP_0,NZ_QSLL01000009.1_RGP_0
JALFYO010000016.1_RGP_0	0	module_54,module_56	JALFYO010000016.1_RGP_0,JAUUOT010000117.1_RGP_0
JALFYO010000036.1_RGP_1	0	module_502	JALFYO010000036.1_RGP_1,CAUFBL010000004.1_RGP_2
JALFYO010000009.1_RGP_0	0	module_42	JALFYO010000009.1_RGP_0,JAUUMF010000142.1_RGP_0,JAUUMF010000283.1_RGP_0
CP107196.1_RGP_0	1	module_504,module_53,module_506,module_505	CP107196.1_RGP_0
CP107196.1_RGP_12	2	module_202,module_262	CP107196.1_RGP_12,NZ_CYYK01000003.1_RGP_1
CP107196.1_RGP_2	1	module_233,module_232,module_236,module_255,module_231,module_230	CP107196.1_RGP_2,NZ_CYYK01000006.1_RGP_0,NZ_JABAFE010000006.1_RGP_0
CP107196.1_RGP_18	1	module_44,module_209	CP107196.1_RGP_18,CAUCZP010000011.1_RGP_0,NZ_CYYK01000024.1_RGP_0,NZ_CP072210.1_RGP_21,NZ_JAASIM010000015.1_RGP_0
CP107196.1_RGP_3	1	module_208,module_424,module_507,module_423,module_425	CP107196.1_RGP_3
CP107196.1_RGP_14	1	module_203,module_508,module_350	CP107196.1_RGP_14,CAUCAE010000017.1_RGP_0
CP107196.1_RGP_5	2	module_155	CP107196.1_RGP_5,CP107196.1_RGP_6,CAUCSL010000029.1_RGP_0,NZ_QSVO01000022.1_RGP_0,NZ_WQNZ01000006.1_RGP_0
CP107196.1_RGP_1	1	module_28,module_2,module_56,module_5,module_54,module_55	CP107196.1_RGP_1
CP107196.1_RGP_17	1	module_503	CP107196.1_RGP_17,NZ_CP072210.1_RGP_20,NZ_JAJEQK010000055.1_RGP_0
JAUUMF010000025.1_RGP_0	2	module_511	JAUUMF010000025.1_RGP_0,CAUGMZ010000007.1_RGP_1,NZ_QRPA01000005.1_RGP_0
JAUUMF010000137.1_RGP_0	0	module_444	JAUUMF010000137.1_RGP_0
JAUUMF010000154.1_RGP_0	1	module_510	JAUUMF010000154.1_RGP_0,JAUUSL010000056.1_RGP_0,CAUCAE010000043.1_RGP_0,NZ_CYXP01000001.1_RGP_6,NZ_JAFBJB010000003.1_RGP_0
JAUUMF010000049.1_RGP_0	1	module_142,module_514	JAUUMF010000049.1_RGP_0,CAUFLA010000005.1_RGP_0,CAUFQX010000004.1_RGP_0
JAUUMF010000149.1_RGP_0	1	module_509	JAUUMF010000149.1_RGP_0,CAUCZP010000027.1_RGP_0,NZ_CYXP01000010.1_RGP_1
JAUUMF010000043.1_RGP_0	0	module_512,module_513	JAUUMF010000043.1_RGP_0
JAUULV010000070.1_RGP_0	1	module_517	JAUULV010000070.1_RGP_0,NZ_QSIP01000007.1_RGP_0,NZ_QRKR01000008.1_RGP_1
JAUULV010000182.1_RGP_0	0	module_516	JAUULV010000182.1_RGP_0
JAUULV010000023.1_RGP_0	0	module_163,module_434	JAUULV010000023.1_RGP_0
JAUULV010000149.1_RGP_0	0	module_515	JAUULV010000149.1_RGP_0
JAUULV010000093.1_RGP_0	0	module_518	JAUULV010000093.1_RGP_0
JAUULV010000169.1_RGP_0	0	module_433	JAUULV010000169.1_RGP_0
JAUUSL010000012.1_RGP_0	0	module_127,module_259,module_79	JAUUSL010000012.1_RGP_0
JAUUSL010000190.1_RGP_0	0	module_186,module_187	JAUUSL010000190.1_RGP_0,CAUBHL010000040.1_RGP_0,NZ_QRPY01000004.1_RGP_0
JAUUSL010000086.1_RGP_0	0	module_125,module_287	JAUUSL010000086.1_RGP_0,JAUUNW010000095.1_RGP_0,CATYBK010000020.1_RGP_0
JAUUSL010000235.1_RGP_0	0	module_186	JAUUSL010000235.1_RGP_0
JAUUSL010000041.1_RGP_0	0	module_457	JAUUSL010000041.1_RGP_0
JAUURM010000015.1_RGP_0	1	module_524,module_341,module_401,module_445,module_400,module_525,module_265	JAUURM010000015.1_RGP_0
JAUURM010000025.1_RGP_0	0	module_156,module_157	JAUURM010000025.1_RGP_0,CATZCB010000009.1_RGP_0,CAUGMZ010000030.1_RGP_0,NZ_QRPY01000053.1_RGP_0
JAUURM010000001.1_RGP_0	0	module_62,module_64,module_520,module_521,module_522,module_63,module_65	JAUURM010000001.1_RGP_0,NZ_QRKE01000008.1_RGP_0
JAUURM010000002.1_RGP_0	0	module_467,module_172,module_381,module_526	JAUURM010000002.1_RGP_0
JAUURM010000011.1_RGP_0	0	module_468,module_469,module_523,module_470,module_290	JAUURM010000011.1_RGP_0
JAUURM010000018.1_RGP_0	1	module_27,module_519,module_202	JAUURM010000018.1_RGP_0
JAUUQX010000096.1_RGP_0	2	module_381	JAUUQX010000096.1_RGP_0,NZ_CZBM01000013.1_RGP_1,NZ_CP072254.1_RGP_38,NZ_WQNZ01000041.1_RGP_0
JAUUQX010000119.1_RGP_0	1	module_108,module_527	JAUUQX010000119.1_RGP_0,NZ_QRXK01000003.1_RGP_5,NZ_CP120353.1_RGP_39
JAUUQX010000031.1_RGP_0	0	module_528	JAUUQX010000031.1_RGP_0
JAUUOT010000013.1_RGP_0	0	module_84	JAUUOT010000013.1_RGP_0
JAUUOT010000056.1_RGP_0	0	module_21	JAUUOT010000056.1_RGP_0
JAUUOT010000015.1_RGP_0	0	module_77,module_2,module_529	JAUUOT010000015.1_RGP_0
JAUUOT010000030.1_RGP_0	0	module_22	JAUUOT010000030.1_RGP_0
JAUUOT010000020.1_RGP_0	0	module_530	JAUUOT010000020.1_RGP_0
JAUUOT010000060.1_RGP_0	0	module_531,module_513	JAUUOT010000060.1_RGP_0
JAUUOT010000098.1_RGP_0	0	module_54,module_5	JAUUOT010000098.1_RGP_0
JAUUNW010000028.1_RGP_0	0	module_321,module_533,module_88	JAUUNW010000028.1_RGP_0
JAUUNW010000025.1_RGP_0	0	module_320,module_532,module_319	JAUUNW010000025.1_RGP_0
JAUUNW010000109.1_RGP_0	0	module_79,module_127	JAUUNW010000109.1_RGP_0
JAUUNW010000222.1_RGP_0	0	module_218	JAUUNW010000222.1_RGP_0
JAUUNC010000002.1_RGP_2	0	module_487	JAUUNC010000002.1_RGP_2
JAUUNC010000012.1_RGP_0	1	module_224	JAUUNC010000012.1_RGP_0,NZ_WQNZ01000050.1_RGP_0
JAUUNC010000003.1_RGP_0	1	module_2,module_28,module_77,module_5,module_212,module_55,module_56,module_310,module_30	JAUUNC010000003.1_RGP_0
JAUUNC010000019.1_RGP_0	1	module_88,module_532,module_533,module_534,module_535,module_321	JAUUNC010000019.1_RGP_0,CAUCSL010000024.1_RGP_0,NZ_QSLL01000007.1_RGP_0
JAUUNC010000014.1_RGP_2	1	module_389,module_203	JAUUNC010000014.1_RGP_2,CAUCZP010000026.1_RGP_0,NZ_JABAFE010000002.1_RGP_1
CATXLD010000010.1_RGP_0	0	module_536,module_225,module_224	CATXLD010000010.1_RGP_0
CATXLD010000016.1_RGP_0	1	module_264,module_122	CATXLD010000016.1_RGP_0,CAUCAE010000029.1_RGP_0,CAUGMZ010000003.1_RGP_0,NZ_CP072231.1_RGP_12
CATXLD010000042.1_RGP_0	0	module_537,module_273	CATXLD010000042.1_RGP_0,CAUCAE010000033.1_RGP_0
CATXLD010000057.1_RGP_0	0	module_440	CATXLD010000057.1_RGP_0,NZ_QSVO01000009.1_RGP_1,NZ_QSLL01000178.1_RGP_0
CATXLD010000068.1_RGP_0	0	module_538	CATXLD010000068.1_RGP_0
CATXLD010000013.1_RGP_0	0	module_369,module_370,module_372,module_371	CATXLD010000013.1_RGP_0
CATXLD010000015.1_RGP_0	0	module_231,module_230	CATXLD010000015.1_RGP_0
CATYBK010000023.1_RGP_0	0	module_544,module_27	CATYBK010000023.1_RGP_0
CATYBK010000007.1_RGP_0	0	module_541,module_163,module_277,module_430,module_30,module_542	CATYBK010000007.1_RGP_0
CATYBK010000008.1_RGP_0	0	module_543	CATYBK010000008.1_RGP_0
CATYBK010000030.1_RGP_0	1	module_144	CATYBK010000030.1_RGP_0,CAUCAE010000010.1_RGP_0,NZ_CP072231.1_RGP_62,NZ_JAFBJB010000004.1_RGP_2
CATYBK010000018.1_RGP_0	0	module_448	CATYBK010000018.1_RGP_0
CATYBK010000001.1_RGP_0	1	module_219,module_181,module_104	CATYBK010000001.1_RGP_0
CATYBK010000003.1_RGP_1	1	module_383	CATYBK010000003.1_RGP_1,CATYBK010000055.1_RGP_0,CATZAC010000338.1_RGP_0,NZ_QRKR01000025.1_RGP_0
CATYBK010000006.1_RGP_0	1	module_274,module_174,module_340,module_516	CATYBK010000006.1_RGP_0
CATYBK010000002.1_RGP_0	1	module_191,module_539,module_9	CATYBK010000002.1_RGP_0
CATYBK010000003.1_RGP_2	2	module_248	CATYBK010000003.1_RGP_2,CAUGMZ010000001.1_RGP_2
CATYBK010000005.1_RGP_0	1	module_329,module_178,module_60	CATYBK010000005.1_RGP_0
CATYBK010000024.1_RGP_0	0	module_507	CATYBK010000024.1_RGP_0
CATYBK010000002.1_RGP_4	1	module_540	CATYBK010000002.1_RGP_4,CAUCZP010000016.1_RGP_0
CATYBK010000014.1_RGP_0	1	module_129,module_303,module_94,module_37,module_126,module_38	CATYBK010000014.1_RGP_0
CATYBK010000037.1_RGP_0	0	module_545	CATYBK010000037.1_RGP_0,CAUHJC010000019.1_RGP_0
CATYBK010000001.1_RGP_2	1	module_26,module_69	CATYBK010000001.1_RGP_2
CATYBK010000043.1_RGP_0	0	module_305	CATYBK010000043.1_RGP_0
CATYVK010000006.1_RGP_0	1	module_546	CATYVK010000006.1_RGP_0,CAUCSL010000017.1_RGP_0
CATYVK010000021.1_RGP_0	1	module_125,module_287,module_259,module_79	CATYVK010000021.1_RGP_0,CAUCSL010000012.1_RGP_0
CATYVK010000011.1_RGP_0	1	module_2,module_28,module_56,module_5,module_212	CATYVK010000011.1_RGP_0
CATYVK010000012.1_RGP_0	0	module_548,module_551,module_552,module_549,module_550,module_553	CATYVK010000012.1_RGP_0
CATYVK010000011.1_RGP_1	0	module_45,module_44,module_117	CATYVK010000011.1_RGP_1
CATYVK010000007.1_RGP_0	1	module_388	CATYVK010000007.1_RGP_0
CATYVK010000030.1_RGP_0	0	module_406	CATYVK010000030.1_RGP_0
CATYVK010000031.1_RGP_0	0	module_329,module_239	CATYVK010000031.1_RGP_0
CATYVK010000024.1_RGP_0	0	module_554	CATYVK010000024.1_RGP_0,NZ_CYYK01000019.1_RGP_0,NZ_JAJEQK010000049.1_RGP_0
CATYVK010000009.1_RGP_0	1	module_547	CATYVK010000009.1_RGP_0,CAUFLA010000018.1_RGP_0,CAUFQX010000025.1_RGP_0,NZ_QRPA01000004.1_RGP_2
CATYVK010000035.1_RGP_0	0	module_301,module_351	CATYVK010000035.1_RGP_0
CATZAC010000248.1_RGP_0	0	module_52	CATZAC010000248.1_RGP_0,CATZAC010000176.1_RGP_0,CATZPJ010000149.1_RGP_0,CATZPJ010000327.1_RGP_0
CATZAC010000147.1_RGP_0	0	module_361	CATZAC010000147.1_RGP_0,CATZPJ010000248.1_RGP_0
CATZAC010000290.1_RGP_0	0	module_362	CATZAC010000290.1_RGP_0,CATZAC010000043.1_RGP_0,CATZPJ010000024.1_RGP_0
CATZAC010000011.1_RGP_0	0	module_406,module_493,module_555,module_556	CATZAC010000011.1_RGP_0
CATZCB010000006.1_RGP_0	1	module_512	CATZCB010000006.1_RGP_0,CAUAVI010000004.1_RGP_0,NZ_WQNY01000071.1_RGP_1
CATZCB010000049.1_RGP_0	0	module_33,module_296	CATZCB010000049.1_RGP_0
CATZCB010000037.1_RGP_0	1	module_558	CATZCB010000037.1_RGP_0
CATZCB010000003.1_RGP_1	1	module_20,module_59,module_19	CATZCB010000003.1_RGP_1
CATZCB010000004.1_RGP_0	0	module_206	CATZCB010000004.1_RGP_0,CAUFQX010000012.1_RGP_0
CATZCB010000008.1_RGP_1	1	module_24,module_87	CATZCB010000008.1_RGP_1
CATZCB010000026.1_RGP_0	0	module_33	CATZCB010000026.1_RGP_0
CATZPJ010000305.1_RGP_0	0	module_51	CATZPJ010000305.1_RGP_0,NZ_QSVO01000032.1_RGP_0
CATZPJ010000076.1_RGP_0	0	module_5,module_28	CATZPJ010000076.1_RGP_0
CATZPJ010000216.1_RGP_0	0	module_505,module_51	CATZPJ010000216.1_RGP_0
CATZPJ010000332.1_RGP_0	0	module_78	CATZPJ010000332.1_RGP_0,CAUFQX010000015.1_RGP_0
CATZPJ010000184.1_RGP_0	0	module_158	CATZPJ010000184.1_RGP_0,NZ_QSLL01000155.1_RGP_0
CATZPJ010000226.1_RGP_0	0	module_557	CATZPJ010000226.1_RGP_0,CAUCZP010000061.1_RGP_0
CAUADP010000097.1_RGP_0	0	module_316	CAUADP010000097.1_RGP_0
CAUADP010000068.1_RGP_0	0	module_28,module_5,module_212	CAUADP010000068.1_RGP_0
CAUADP010000093.1_RGP_0	0	module_561	CAUADP010000093.1_RGP_0,NZ_QSIV01000029.1_RGP_1
CAUADP010000008.1_RGP_0	1	module_241,module_93	CAUADP010000008.1_RGP_0,NZ_CZBM01000007.1_RGP_1
CAUADP010000041.1_RGP_0	0	module_174,module_559	CAUADP010000041.1_RGP_0
CAUADP010000086.1_RGP_0	0	module_560	CAUADP010000086.1_RGP_0
CAUAVI010000018.1_RGP_0	1	module_203,module_563	CAUAVI010000018.1_RGP_0,NZ_WQNY01000014.1_RGP_0
CAUAVI010000064.1_RGP_0	0	module_323,module_359,module_324	CAUAVI010000064.1_RGP_0
CAUAVI010000026.1_RGP_0	0	module_564,module_50,module_565	CAUAVI010000026.1_RGP_0
CAUAVI010000039.1_RGP_0	1	module_158,module_159,module_143	CAUAVI010000039.1_RGP_0,CAUGMZ010000002.1_RGP_0,NZ_WQNY01000036.1_RGP_0
CAUBHL010000020.1_RGP_0	0	module_566	CAUBHL010000020.1_RGP_0
CAUCAE010000003.1_RGP_0	0	module_163,module_435,module_200,module_568,module_309	CAUCAE010000003.1_RGP_0
CAUCAE010000035.1_RGP_0	1	module_569,module_512,module_531,module_513	CAUCAE010000035.1_RGP_0,NZ_JAFBJB010000001.1_RGP_0
CAUCAE010000001.1_RGP_0	1	module_203,module_567,module_389	CAUCAE010000001.1_RGP_0,NZ_JAFBJB010000002.1_RGP_0
CAUCAE010000041.1_RGP_0	0	module_255,module_233,module_232	CAUCAE010000041.1_RGP_0
CAUCSL010000002.1_RGP_0	0	module_367,module_163	CAUCSL010000002.1_RGP_0
CAUCSL010000009.1_RGP_0	0	module_371,module_370,module_327	CAUCSL010000009.1_RGP_0
CAUCSL010000075.1_RGP_0	0	module_28	CAUCSL010000075.1_RGP_0
CAUCSL010000045.1_RGP_0	0	module_434	CAUCSL010000045.1_RGP_0,NZ_QSLL01000179.1_RGP_0,NZ_QSLL01000194.1_RGP_0
CAUCSL010000008.1_RGP_0	1	module_429,module_169,module_199	CAUCSL010000008.1_RGP_0
CAUCSL010000004.1_RGP_0	1	module_257,module_570,module_423	CAUCSL010000004.1_RGP_0,NZ_QSLL01000077.1_RGP_0
CAUCZP010000035.1_RGP_0	0	module_219	CAUCZP010000035.1_RGP_0
CAUCZP010000003.1_RGP_0	1	module_571	CAUCZP010000003.1_RGP_0
CAUCZP010000006.1_RGP_1	1	module_125,module_79	CAUCZP010000006.1_RGP_1
CAUCZP010000008.1_RGP_2	0	module_572,module_573	CAUCZP010000008.1_RGP_2,NZ_CZBM01000007.1_RGP_0
CAUCZP010000010.1_RGP_2	1	module_29,module_200	CAUCZP010000010.1_RGP_2,NZ_CYXP01000007.1_RGP_3,NZ_JAJEQK010000007.1_RGP_2
CAUCZP010000013.1_RGP_0	1	module_574	CAUCZP010000013.1_RGP_0,CAUFLA010000055.1_RGP_0,CAUFQX010000017.1_RGP_0,CAUHJC010000030.1_RGP_0
CAUCZP010000033.1_RGP_0	0	module_561,module_203,module_332,module_27,module_292	CAUCZP010000033.1_RGP_0
CAUCZP010000006.1_RGP_0	0	module_43,module_132,module_159,module_158	CAUCZP010000006.1_RGP_0,NZ_JAJEQK010000046.1_RGP_0
CAUCZP010000008.1_RGP_0	1	module_203,module_15,module_498,module_205,module_204	CAUCZP010000008.1_RGP_0,NZ_JAJEQK010000008.1_RGP_0
CAUCZP010000044.1_RGP_0	1	module_577	CAUCZP010000044.1_RGP_0,NZ_QRPA01000017.1_RGP_0
CAUCZP010000034.1_RGP_0	2	module_575	CAUCZP010000034.1_RGP_0,NZ_CZBM01000002.1_RGP_3
CAUCZP010000042.1_RGP_0	1	module_465,module_576	CAUCZP010000042.1_RGP_0
CAUFBL010000007.1_RGP_0	1	module_64,module_522,module_322,module_3,module_63,module_61	CAUFBL010000007.1_RGP_0
CAUFBL010000005.1_RGP_0	1	module_267,module_256,module_500	CAUFBL010000005.1_RGP_0
CAUFBL010000030.1_RGP_0	1	module_488	CAUFBL010000030.1_RGP_0,CAUFQX010000026.1_RGP_0,NZ_QRPA01000011.1_RGP_0
CAUFLA010000010.1_RGP_0	1	module_579	CAUFLA010000010.1_RGP_0,CAUFQX010000014.1_RGP_0,NZ_JAJEQK010000052.1_RGP_0
CAUFLA010000020.1_RGP_0	0	module_15,module_389	CAUFLA010000020.1_RGP_0,CAUFQX010000037.1_RGP_0
CAUFLA010000041.1_RGP_0	1	module_200,module_495	CAUFLA010000041.1_RGP_0
CAUFLA010000009.1_RGP_0	2	module_578	CAUFLA010000009.1_RGP_0,NZ_QSIV01000042.1_RGP_0
CAUFLA010000039.1_RGP_0	1	module_580	CAUFLA010000039.1_RGP_0,CAUFQX010000040.1_RGP_0,NZ_QRPA01000020.1_RGP_0
CAUFNR010000061.1_RGP_0	0	module_581	CAUFNR010000061.1_RGP_0
CAUFNR010000076.1_RGP_0	0	module_582	CAUFNR010000076.1_RGP_0
CAUFNR010000134.1_RGP_0	0	module_583	CAUFNR010000134.1_RGP_0
CAUFQX010000021.1_RGP_0	1	module_584,module_28,module_585,module_2,module_586,module_56,module_5,module_212	CAUFQX010000021.1_RGP_0,NZ_QSIP01000005.1_RGP_0
CAUGMZ010000041.1_RGP_0	0	module_587,module_56,module_5,module_55,module_212	CAUGMZ010000041.1_RGP_0
CAUGMZ010000004.1_RGP_0	1	module_218,module_229,module_228	CAUGMZ010000004.1_RGP_0
CAUHJC010000025.1_RGP_0	0	module_524	CAUHJC010000025.1_RGP_0
CAUHJC010000005.1_RGP_0	0	module_18,module_588,module_58,module_35,module_164	CAUHJC010000005.1_RGP_0
CAUHJC010000012.1_RGP_0	0	module_446,module_401,module_525,module_445,module_400,module_462,module_341,module_265	CAUHJC010000012.1_RGP_0
CAUHJC010000038.1_RGP_0	0	module_395,module_233,module_433	CAUHJC010000038.1_RGP_0
NZ_CYYK01000012.1_RGP_0	0	module_208,module_424,module_507,module_423,module_552,module_548,module_425,module_553,module_549,module_550	NZ_CYYK01000012.1_RGP_0
NZ_CYYK01000008.1_RGP_0	1	module_491,module_488,module_489	NZ_CYYK01000008.1_RGP_0,NZ_QRKR01000002.1_RGP_2
NZ_CYYK01000003.1_RGP_0	1	module_157,module_18,module_406,module_407,module_408,module_27,module_156,module_590,module_155,module_164,module_258,module_395	NZ_CYYK01000003.1_RGP_0
NZ_CYYK01000002.1_RGP_0	1	module_2,module_28,module_587,module_589,module_5,module_212,module_55,module_56	NZ_CYYK01000002.1_RGP_0
NZ_CYXP01000016.1_RGP_0	1	module_11,module_598	NZ_CYXP01000016.1_RGP_0,NZ_CZBM01000021.1_RGP_0,NZ_JAASIM010000004.1_RGP_1,NZ_JAJEQK010000015.1_RGP_0
NZ_CYXP01000001.1_RGP_1	1	module_541	NZ_CYXP01000001.1_RGP_1
NZ_CYXP01000003.1_RGP_2	1	module_592	NZ_CYXP01000003.1_RGP_2,NZ_CZBM01000003.1_RGP_3
NZ_CYXP01000010.1_RGP_0	1	module_555,module_596,module_597,module_205,module_379	NZ_CYXP01000010.1_RGP_0
NZ_CYXP01000005.1_RGP_0	0	module_406,module_407,module_593,module_408,module_147,module_395,module_594,module_258,module_164,module_27	NZ_CYXP01000005.1_RGP_0
NZ_CYXP01000004.1_RGP_1	1	module_309	NZ_CYXP01000004.1_RGP_1
NZ_CYXP01000001.1_RGP_0	1	module_85,module_378,module_148,module_379,module_312	NZ_CYXP01000001.1_RGP_0
NZ_CYXP01000006.1_RGP_0	1	module_356,module_357,module_354,module_355,module_187,module_385,module_353,module_0,module_186,module_387	NZ_CYXP01000006.1_RGP_0
NZ_CYXP01000001.1_RGP_8	1	module_591,module_562	NZ_CYXP01000001.1_RGP_8,NZ_JAASIM010000004.1_RGP_3
NZ_CYXP01000007.1_RGP_0	1	module_48,module_595,module_51,module_53	NZ_CYXP01000007.1_RGP_0
NZ_CYXP01000015.1_RGP_0	0	module_43,module_31,module_42	NZ_CYXP01000015.1_RGP_0
